Image_ID,Engine,Engine_Final_Decision,Engine_Confidence,Method,Method_Decision,Method_Confidence,Method_Reason,Localized,Annotation_Source
1695b682-5a88-44cf-992a-968b87172675_jpg.rf.09e832514a3d75abe11d6b8cec3cecc2.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.575,vit_fire 0.998 >= 0.6; flame_color=0.1218,No,No
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Fire Detection,Fire,0.998,vit_fire,Fire,0.998,Fire,No,No
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Fire Detection,Fire,0.998,opencv_flame,No Flame Color,0.0,"0 region(s), image_percent=0.0000, min_area=346.1",No,No
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Fire Detection,Fire,0.998,clip_fire_evidence,Visible Fire,0.736,vit_fire 0.998 >= 0.6; flame_color=0.0000,No,No
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.2339, min_area=346.1",Yes,Yes
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.537,vit_fire 0.999 >= 0.6; flame_color=0.2339,No,No
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"9 region(s), image_percent=0.5737, min_area=346.1",Yes,Yes
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.783,vit_fire 0.999 >= 0.6; flame_color=0.5737,No,No
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Fire Detection,No Fire,0.002,vit_fire,No Fire,0.998,Normal,No,No
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Fire Detection,No Fire,0.002,opencv_flame,No Flame Color,0.0,"0 region(s), image_percent=0.0000, min_area=346.1",No,No
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Fire Detection,No Fire,0.002,clip_fire_evidence,Visible Fire,0.567,strong no-fire classifier vetoed color/CLIP fire evidence; veto=vit_no_fire 0.998; evidence=clip_visible_fire 0.567,No,No
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"5 region(s), image_percent=0.2297, min_area=346.1",Yes,Yes
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.631,vit_fire 0.999 >= 0.6; flame_color=0.2297,No,No
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Fire Detection,No Fire,0.001,vit_fire,No Fire,0.999,Normal,No,No
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Fire Detection,No Fire,0.001,opencv_flame,No Flame Color,0.0,"0 region(s), image_percent=0.0000, min_area=346.1",No,No
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Fire Detection,No Fire,0.001,clip_fire_evidence,Visible Fire,0.553,strong no-fire classifier vetoed color/CLIP fire evidence; veto=vit_no_fire 0.999; evidence=clip_visible_fire 0.553,No,No
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Fire Detection,No Fire,0.001,vit_fire,No Fire,0.999,Normal,No,No
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Fire Detection,No Fire,0.001,opencv_flame,No Flame Color,0.0,"0 region(s), image_percent=0.0000, min_area=346.1",No,No
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Fire Detection,No Fire,0.001,clip_fire_evidence,No Visible Fire,0.741,no strong fire evidence,No,No
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"3 region(s), image_percent=0.1527, min_area=346.1",Yes,Yes
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.726,vit_fire 0.999 >= 0.6; flame_color=0.1527,No,No
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Fire Detection,No Fire,0.0,vit_fire,No Fire,0.999,Normal,No,No
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Fire Detection,No Fire,0.0,opencv_flame,Flame Color Detected,1.0,"6 region(s), image_percent=0.0897, min_area=346.1",Yes,Yes
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Fire Detection,No Fire,0.0,clip_fire_evidence,Visible Fire,0.526,strong no-fire classifier vetoed color/CLIP fire evidence; veto=vit_no_fire 0.999; evidence=clip_visible_fire 0.526; flame_color=0.0897,No,No
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"6 region(s), image_percent=0.1345, min_area=346.1",Yes,Yes
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.78,vit_fire 0.999 >= 0.6; flame_color=0.1345,No,No
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.998,Fire,No,No
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"6 region(s), image_percent=0.1725, min_area=346.1",Yes,Yes
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.828,vit_fire 0.998 >= 0.6; flame_color=0.1725,No,No
20200713170134_jpg.rf.812ead8643f689962790e5f1bd1e502a.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.997,Fire,No,No
20200713170134_jpg.rf.812ead8643f689962790e5f1bd1e502a.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.0143, min_area=346.1",Yes,Yes
20200713170134_jpg.rf.812ead8643f689962790e5f1bd1e502a.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.785,vit_fire 0.997 >= 0.6; flame_color=0.0143,No,No
20200713170657_jpg.rf.3443495fb0243e9569bc99d34f7cfe8a.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
20200713170657_jpg.rf.3443495fb0243e9569bc99d34f7cfe8a.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"3 region(s), image_percent=0.0466, min_area=346.1",Yes,Yes
20200713170657_jpg.rf.3443495fb0243e9569bc99d34f7cfe8a.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.817,vit_fire 0.999 >= 0.6; flame_color=0.0466,No,No
20200713173438_jpg.rf.989787aeffbab316f4c9e616c453136c.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
20200713173438_jpg.rf.989787aeffbab316f4c9e616c453136c.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"4 region(s), image_percent=0.4678, min_area=346.1",Yes,Yes
20200713173438_jpg.rf.989787aeffbab316f4c9e616c453136c.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.506,vit_fire 0.999 >= 0.6; flame_color=0.4678,No,No
20848df3-104b-4e7e-9e08-006464e37263_jpg.rf.eed337acb4f6613042351696b4e7a976.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
20848df3-104b-4e7e-9e08-006464e37263_jpg.rf.eed337acb4f6613042351696b4e7a976.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"1 region(s), image_percent=0.0204, min_area=346.1",Yes,Yes
20848df3-104b-4e7e-9e08-006464e37263_jpg.rf.eed337acb4f6613042351696b4e7a976.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.886,vit_fire 0.999 >= 0.6; flame_color=0.0204,No,No
236b53f0-583c-4dd4-a2c4-c00d85da4b4c_jpg.rf.224a750dc2a041458ea54becb2ed106a.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
236b53f0-583c-4dd4-a2c4-c00d85da4b4c_jpg.rf.224a750dc2a041458ea54becb2ed106a.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"4 region(s), image_percent=0.0861, min_area=346.1",Yes,Yes
236b53f0-583c-4dd4-a2c4-c00d85da4b4c_jpg.rf.224a750dc2a041458ea54becb2ed106a.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.941,vit_fire 0.999 >= 0.6; flame_color=0.0861,No,No
23c030c5-fecc-458b-95c2-6d42e107401f_jpg.rf.973478feda30c4573787a4986a133759.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
23c030c5-fecc-458b-95c2-6d42e107401f_jpg.rf.973478feda30c4573787a4986a133759.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"1 region(s), image_percent=0.6618, min_area=346.1",Yes,Yes
23c030c5-fecc-458b-95c2-6d42e107401f_jpg.rf.973478feda30c4573787a4986a133759.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.765,vit_fire 0.999 >= 0.6; flame_color=0.6618,No,No
249c71e5-cf9e-4596-b585-f344954d63f5_jpg.rf.02d3b88e621e52d8ca36d2e03dd5ebe1.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
249c71e5-cf9e-4596-b585-f344954d63f5_jpg.rf.02d3b88e621e52d8ca36d2e03dd5ebe1.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.0759, min_area=346.1",Yes,Yes
249c71e5-cf9e-4596-b585-f344954d63f5_jpg.rf.02d3b88e621e52d8ca36d2e03dd5ebe1.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.937,vit_fire 0.999 >= 0.6; flame_color=0.0759,No,No
24d382e8-e793-4d93-9d87-b4207128b4a1_jpg.rf.37bf51d9b2a450be980debc4a57f9369.jpg,Fire Detection,Fire,0.998,vit_fire,Fire,0.998,Fire,No,No
24d382e8-e793-4d93-9d87-b4207128b4a1_jpg.rf.37bf51d9b2a450be980debc4a57f9369.jpg,Fire Detection,Fire,0.998,opencv_flame,Flame Color Detected,0.642,"1 region(s), image_percent=0.0039, min_area=346.1",Yes,Yes
24d382e8-e793-4d93-9d87-b4207128b4a1_jpg.rf.37bf51d9b2a450be980debc4a57f9369.jpg,Fire Detection,Fire,0.998,clip_fire_evidence,Visible Fire,0.902,vit_fire 0.998 >= 0.6; flame_color=0.0039,No,No
2527edfa-c5f6-4f95-94b7-11c78008a346_jpg.rf.16938aa1eee6040c27f4a9992189e032.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
2527edfa-c5f6-4f95-94b7-11c78008a346_jpg.rf.16938aa1eee6040c27f4a9992189e032.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.2343, min_area=346.1",Yes,Yes
2527edfa-c5f6-4f95-94b7-11c78008a346_jpg.rf.16938aa1eee6040c27f4a9992189e032.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.822,vit_fire 0.999 >= 0.6; flame_color=0.2343,No,No
27689df2-fccd-427b-b168-256d8324fc67_jpg.rf.2c97579af9eefb4e0abdfc6a63271557.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
27689df2-fccd-427b-b168-256d8324fc67_jpg.rf.2c97579af9eefb4e0abdfc6a63271557.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.2917, min_area=346.1",Yes,Yes
27689df2-fccd-427b-b168-256d8324fc67_jpg.rf.2c97579af9eefb4e0abdfc6a63271557.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.685,vit_fire 0.999 >= 0.6; flame_color=0.2917,No,No
27ce2a2a-640a-48dc-9a61-c7f3a2596369_jpg.rf.003c365c2ddecafb62b251762c05ff30.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
27ce2a2a-640a-48dc-9a61-c7f3a2596369_jpg.rf.003c365c2ddecafb62b251762c05ff30.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"6 region(s), image_percent=0.2362, min_area=346.1",Yes,Yes
27ce2a2a-640a-48dc-9a61-c7f3a2596369_jpg.rf.003c365c2ddecafb62b251762c05ff30.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.946,vit_fire 0.999 >= 0.6; flame_color=0.2362,No,No
299d5ab1-84ae-44fb-91bb-eea0a51ab8d8_jpg.rf.1fc47bfc3669672257abb585a5fb27c2.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
299d5ab1-84ae-44fb-91bb-eea0a51ab8d8_jpg.rf.1fc47bfc3669672257abb585a5fb27c2.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.0579, min_area=346.1",Yes,Yes
299d5ab1-84ae-44fb-91bb-eea0a51ab8d8_jpg.rf.1fc47bfc3669672257abb585a5fb27c2.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.709,vit_fire 0.999 >= 0.6; flame_color=0.0579,No,No
2b8c0e0d-4336-4e94-9dd8-7f26c15dc542_jpg.rf.d3939cbc68d948e0004161a28242595a.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
2b8c0e0d-4336-4e94-9dd8-7f26c15dc542_jpg.rf.d3939cbc68d948e0004161a28242595a.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"1 region(s), image_percent=0.0739, min_area=346.1",Yes,Yes
2b8c0e0d-4336-4e94-9dd8-7f26c15dc542_jpg.rf.d3939cbc68d948e0004161a28242595a.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.607,vit_fire 0.999 >= 0.6; flame_color=0.0739,No,No
3035b58a-eba8-4cc2-93dd-ad5cc48ebb2e_jpg.rf.fd0074936ec86403746c7f6617b4f4e0.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
3035b58a-eba8-4cc2-93dd-ad5cc48ebb2e_jpg.rf.fd0074936ec86403746c7f6617b4f4e0.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"1 region(s), image_percent=0.3127, min_area=346.1",Yes,Yes
3035b58a-eba8-4cc2-93dd-ad5cc48ebb2e_jpg.rf.fd0074936ec86403746c7f6617b4f4e0.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.895,vit_fire 0.999 >= 0.6; flame_color=0.3127,No,No
310e9436-ca6a-492b-a121-73a806463064_jpg.rf.84a6b546958f387ad5f334bfa751bd43.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
310e9436-ca6a-492b-a121-73a806463064_jpg.rf.84a6b546958f387ad5f334bfa751bd43.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"1 region(s), image_percent=0.4503, min_area=346.1",Yes,Yes
310e9436-ca6a-492b-a121-73a806463064_jpg.rf.84a6b546958f387ad5f334bfa751bd43.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.707,vit_fire 0.999 >= 0.6; flame_color=0.4503,No,No
3179d55d-0870-4950-89fb-68a9bcaa09a8_jpg.rf.acd9fd9faaeac70e0f48daa2486df374.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
3179d55d-0870-4950-89fb-68a9bcaa09a8_jpg.rf.acd9fd9faaeac70e0f48daa2486df374.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"2 region(s), image_percent=0.2580, min_area=346.1",Yes,Yes
3179d55d-0870-4950-89fb-68a9bcaa09a8_jpg.rf.acd9fd9faaeac70e0f48daa2486df374.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.872,vit_fire 0.999 >= 0.6; flame_color=0.2580,No,No
36d2ad0a-6a14-4cf1-9038-9ae96f246064_jpg.rf.a062fccdcdfef1784d67f6273c4d84de.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.997,Fire,No,No
36d2ad0a-6a14-4cf1-9038-9ae96f246064_jpg.rf.a062fccdcdfef1784d67f6273c4d84de.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"8 region(s), image_percent=0.0580, min_area=346.1",Yes,Yes
36d2ad0a-6a14-4cf1-9038-9ae96f246064_jpg.rf.a062fccdcdfef1784d67f6273c4d84de.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.98,vit_fire 0.997 >= 0.6; flame_color=0.0580,No,No
39483c7c-d8fa-409e-bb4f-71276aa79863_jpg.rf.8745da590904520ccbe1e9f524966271.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.998,Fire,No,No
39483c7c-d8fa-409e-bb4f-71276aa79863_jpg.rf.8745da590904520ccbe1e9f524966271.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"3 region(s), image_percent=0.0670, min_area=346.1",Yes,Yes
39483c7c-d8fa-409e-bb4f-71276aa79863_jpg.rf.8745da590904520ccbe1e9f524966271.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.716,vit_fire 0.998 >= 0.6; flame_color=0.0670,No,No
3a29e611-845c-4345-b5b0-812f1ed9d775_jpg.rf.a971cd32330bdb53137d520f5a5c1e2c.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.999,Fire,No,No
3a29e611-845c-4345-b5b0-812f1ed9d775_jpg.rf.a971cd32330bdb53137d520f5a5c1e2c.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"4 region(s), image_percent=0.2107, min_area=346.1",Yes,Yes
3a29e611-845c-4345-b5b0-812f1ed9d775_jpg.rf.a971cd32330bdb53137d520f5a5c1e2c.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.879,vit_fire 0.999 >= 0.6; flame_color=0.2107,No,No
3e9d7d86-a4c0-476b-960b-20dcfc4c18ea_jpg.rf.16b13d1953547c0e4c3ea101201ea7bf.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.998,Fire,No,No
3e9d7d86-a4c0-476b-960b-20dcfc4c18ea_jpg.rf.16b13d1953547c0e4c3ea101201ea7bf.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"4 region(s), image_percent=0.0295, min_area=346.1",Yes,Yes
3e9d7d86-a4c0-476b-960b-20dcfc4c18ea_jpg.rf.16b13d1953547c0e4c3ea101201ea7bf.jpg,Fire Detection,Fire,1.0,clip_fire_evidence,Visible Fire,0.681,vit_fire 0.998 >= 0.6; flame_color=0.0295,No,No
4083b6eb-280d-40d6-87a5-e44374849025_jpg.rf.a8e01c2dd7cb3ce3198361220a5c9e2d.jpg,Fire Detection,Fire,1.0,vit_fire,Fire,0.998,Fire,No,No
4083b6eb-280d-40d6-87a5-e44374849025_jpg.rf.a8e01c2dd7cb3ce3198361220a5c9e2d.jpg,Fire Detection,Fire,1.0,opencv_flame,Flame Color Detected,1.0,"7 region(s), image_percent=0.2875, min_area=346.1",Yes,Yes
