Image_ID,Engine,Engine_Final_Decision,Engine_Confidence,Method,Method_Decision,Method_Confidence,Method_Reason,Localized,Annotation_Source
0d1ad876-45a6-46c0-aaaa-c33c4324ba82_jpg.rf.dd763d52bfaab76c7a6b3a19b09b84da.jpg,Smoke Detection,Smoke,1.0,clip_smoke_plume,Smoke,0.866,"best_label=Large Smoke Plume, confidence=0.866, threshold=0.34",No,No
0d1ad876-45a6-46c0-aaaa-c33c4324ba82_jpg.rf.dd763d52bfaab76c7a6b3a19b09b84da.jpg,Smoke Detection,Smoke,1.0,opencv_smoke,No Smoke Color,0.0,"0 region(s), image_percent=0.0000, threshold=0.015, min_area=519.2",No,No
0d1ad876-45a6-46c0-aaaa-c33c4324ba82_jpg.rf.dd763d52bfaab76c7a6b3a19b09b84da.jpg,Smoke Detection,Smoke,1.0,opencv_dark_smoke,Dark Smoke Detected,1.0,"4 region(s), image_percent=0.0143, threshold=0.01, min_area=346.1",Yes,Yes
0d1ad876-45a6-46c0-aaaa-c33c4324ba82_jpg.rf.dd763d52bfaab76c7a6b3a19b09b84da.jpg,Smoke Detection,Smoke,1.0,opencv_bright_plume,No Bright Smoke Plume,0.759,"1 region(s), image_percent=0.0152, threshold=0.02, texture_score=51.83, min_area=692.2",Yes,Yes
0e827fe2-bd92-48df-a592-6674930e85fc_jpg.rf.e422222b6016873326209d293e178360.jpg,Smoke Detection,No Smoke,0.988,clip_smoke,No Smoke,0.988,"best_label=No Smoke, confidence=0.988, threshold=0.42",No,No
0e827fe2-bd92-48df-a592-6674930e85fc_jpg.rf.e422222b6016873326209d293e178360.jpg,Smoke Detection,No Smoke,0.988,clip_smoke_plume,Smoke,0.94,"best_label=Thin Smoke Or Haze, confidence=0.940, threshold=0.34",No,No
0e827fe2-bd92-48df-a592-6674930e85fc_jpg.rf.e422222b6016873326209d293e178360.jpg,Smoke Detection,No Smoke,0.988,opencv_smoke,No Smoke Color,0.771,"2 region(s), image_percent=0.0116, threshold=0.015, min_area=519.2",Yes,Yes
0e827fe2-bd92-48df-a592-6674930e85fc_jpg.rf.e422222b6016873326209d293e178360.jpg,Smoke Detection,No Smoke,0.988,opencv_dark_smoke,Dark Smoke Detected,1.0,"6 region(s), image_percent=0.0663, threshold=0.01, min_area=346.1",Yes,Yes
0e827fe2-bd92-48df-a592-6674930e85fc_jpg.rf.e422222b6016873326209d293e178360.jpg,Smoke Detection,No Smoke,0.988,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"4 region(s), image_percent=0.1069, threshold=0.02, texture_score=21.71, min_area=692.2",Yes,Yes
11c5f0e8-f0ea-45a1-bcc2-dfe3b58c576a_jpg.rf.5a3022a25a4930cc0fdfe2123cebea81.jpg,Smoke Detection,No Smoke,0.854,clip_smoke,No Smoke,0.854,"best_label=No Smoke, confidence=0.854, threshold=0.42",No,No
11c5f0e8-f0ea-45a1-bcc2-dfe3b58c576a_jpg.rf.5a3022a25a4930cc0fdfe2123cebea81.jpg,Smoke Detection,No Smoke,0.854,clip_smoke_plume,Smoke,0.74,"best_label=Large Smoke Plume, confidence=0.740, threshold=0.34",No,No
11c5f0e8-f0ea-45a1-bcc2-dfe3b58c576a_jpg.rf.5a3022a25a4930cc0fdfe2123cebea81.jpg,Smoke Detection,No Smoke,0.854,opencv_smoke,Smoke Color Detected,1.0,"5 region(s), image_percent=0.4627, threshold=0.015, min_area=519.2",Yes,Yes
11c5f0e8-f0ea-45a1-bcc2-dfe3b58c576a_jpg.rf.5a3022a25a4930cc0fdfe2123cebea81.jpg,Smoke Detection,No Smoke,0.854,opencv_dark_smoke,Dark Smoke Detected,1.0,"6 region(s), image_percent=0.2012, threshold=0.01, min_area=346.1",Yes,Yes
11c5f0e8-f0ea-45a1-bcc2-dfe3b58c576a_jpg.rf.5a3022a25a4930cc0fdfe2123cebea81.jpg,Smoke Detection,No Smoke,0.854,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"2 region(s), image_percent=0.5179, threshold=0.02, texture_score=14.62, min_area=692.2",Yes,Yes
130055ff-b422-45e1-9ff2-edc359690f32_jpg.rf.759bfa89f9bd226816797aa38f5ee1ee.jpg,Smoke Detection,Smoke,0.978,clip_smoke,No Smoke,0.528,"best_label=No Smoke, confidence=0.528, threshold=0.42",No,No
130055ff-b422-45e1-9ff2-edc359690f32_jpg.rf.759bfa89f9bd226816797aa38f5ee1ee.jpg,Smoke Detection,Smoke,0.978,clip_smoke_plume,Smoke,0.828,"best_label=Large Smoke Plume, confidence=0.828, threshold=0.34",No,No
130055ff-b422-45e1-9ff2-edc359690f32_jpg.rf.759bfa89f9bd226816797aa38f5ee1ee.jpg,Smoke Detection,Smoke,0.978,opencv_smoke,No Smoke Color,0.283,"1 region(s), image_percent=0.0042, threshold=0.015, min_area=519.2",Yes,Yes
130055ff-b422-45e1-9ff2-edc359690f32_jpg.rf.759bfa89f9bd226816797aa38f5ee1ee.jpg,Smoke Detection,Smoke,0.978,opencv_dark_smoke,Dark Smoke Detected,1.0,"4 region(s), image_percent=0.0755, threshold=0.01, min_area=346.1",Yes,Yes
130055ff-b422-45e1-9ff2-edc359690f32_jpg.rf.759bfa89f9bd226816797aa38f5ee1ee.jpg,Smoke Detection,Smoke,0.978,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"4 region(s), image_percent=0.0319, threshold=0.02, texture_score=20.23, min_area=692.2",Yes,Yes
13d44c3b-f6dd-46c9-a705-7c2a00bcc3af_jpg.rf.543bc095b6603c9636fcc1d79665747d.jpg,Smoke Detection,Smoke,0.557,clip_smoke,No Smoke,0.771,"best_label=No Smoke, confidence=0.771, threshold=0.42",No,No
13d44c3b-f6dd-46c9-a705-7c2a00bcc3af_jpg.rf.543bc095b6603c9636fcc1d79665747d.jpg,Smoke Detection,Smoke,0.557,clip_smoke_plume,Smoke,0.407,"best_label=Large Smoke Plume, confidence=0.407, threshold=0.34",No,No
13d44c3b-f6dd-46c9-a705-7c2a00bcc3af_jpg.rf.543bc095b6603c9636fcc1d79665747d.jpg,Smoke Detection,Smoke,0.557,opencv_smoke,Smoke Color Detected,1.0,"1 region(s), image_percent=0.0278, threshold=0.015, min_area=519.2",Yes,Yes
13d44c3b-f6dd-46c9-a705-7c2a00bcc3af_jpg.rf.543bc095b6603c9636fcc1d79665747d.jpg,Smoke Detection,Smoke,0.557,opencv_dark_smoke,Dark Smoke Detected,1.0,"1 region(s), image_percent=0.8053, threshold=0.01, min_area=346.1",Yes,Yes
13d44c3b-f6dd-46c9-a705-7c2a00bcc3af_jpg.rf.543bc095b6603c9636fcc1d79665747d.jpg,Smoke Detection,Smoke,0.557,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"1 region(s), image_percent=0.0297, threshold=0.02, texture_score=34.99, min_area=692.2",Yes,Yes
1695b682-5a88-44cf-992a-968b87172675_jpg.rf.09e832514a3d75abe11d6b8cec3cecc2.jpg,Smoke Detection,Smoke,1.0,clip_smoke,Smoke,0.903,"best_label=Smoke, confidence=0.903, threshold=0.42",No,No
1695b682-5a88-44cf-992a-968b87172675_jpg.rf.09e832514a3d75abe11d6b8cec3cecc2.jpg,Smoke Detection,Smoke,1.0,clip_smoke_plume,Smoke,0.813,"best_label=Large Smoke Plume, confidence=0.813, threshold=0.34",No,No
1695b682-5a88-44cf-992a-968b87172675_jpg.rf.09e832514a3d75abe11d6b8cec3cecc2.jpg,Smoke Detection,Smoke,1.0,opencv_smoke,Smoke Color Detected,1.0,"3 region(s), image_percent=0.2066, threshold=0.015, min_area=519.2",Yes,Yes
1695b682-5a88-44cf-992a-968b87172675_jpg.rf.09e832514a3d75abe11d6b8cec3cecc2.jpg,Smoke Detection,Smoke,1.0,opencv_dark_smoke,Dark Smoke Detected,1.0,"3 region(s), image_percent=0.1661, threshold=0.01, min_area=346.1",Yes,Yes
1695b682-5a88-44cf-992a-968b87172675_jpg.rf.09e832514a3d75abe11d6b8cec3cecc2.jpg,Smoke Detection,Smoke,1.0,opencv_bright_plume,No Bright Smoke Plume,0.0,"0 region(s), image_percent=0.0000, threshold=0.02, texture_score=0.00, min_area=692.2",No,No
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Smoke Detection,Smoke,0.985,clip_smoke,Smoke,0.628,"best_label=Smoke, confidence=0.628, threshold=0.42",No,No
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Smoke Detection,Smoke,0.985,clip_smoke_plume,Smoke,0.835,"best_label=Large Smoke Plume, confidence=0.835, threshold=0.34",No,No
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Smoke Detection,Smoke,0.985,opencv_smoke,Smoke Color Detected,1.0,"1 region(s), image_percent=0.4530, threshold=0.015, min_area=519.2",Yes,Yes
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Smoke Detection,Smoke,0.985,opencv_dark_smoke,Dark Smoke Detected,1.0,"1 region(s), image_percent=0.7096, threshold=0.01, min_area=346.1",Yes,Yes
1_15_jpg.rf.a1b54d312d9b4f7ddc6f3faaeb077bfa.jpg,Smoke Detection,Smoke,0.985,opencv_bright_plume,No Bright Smoke Plume,0.582,"1 region(s), image_percent=0.0116, threshold=0.02, texture_score=5.07, min_area=692.2",Yes,Yes
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Smoke Detection,Smoke,0.889,clip_smoke,No Smoke,0.513,"best_label=No Smoke, confidence=0.513, threshold=0.42",No,No
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Smoke Detection,Smoke,0.889,clip_smoke_plume,Smoke,0.739,"best_label=Thin Smoke Or Haze, confidence=0.739, threshold=0.34",No,No
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Smoke Detection,Smoke,0.889,opencv_smoke,Smoke Color Detected,1.0,"4 region(s), image_percent=0.2291, threshold=0.015, min_area=519.2",Yes,Yes
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Smoke Detection,Smoke,0.889,opencv_dark_smoke,Dark Smoke Detected,1.0,"5 region(s), image_percent=0.3475, threshold=0.01, min_area=346.1",Yes,Yes
1_20_jpg.rf.65e5e891a4a66be744333f4f3012a282.jpg,Smoke Detection,Smoke,0.889,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"5 region(s), image_percent=0.2223, threshold=0.02, texture_score=8.92, min_area=692.2",Yes,Yes
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Smoke Detection,Smoke,1.0,clip_smoke,Smoke,0.848,"best_label=Smoke, confidence=0.848, threshold=0.42",No,No
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Smoke Detection,Smoke,1.0,clip_smoke_plume,Smoke,0.874,"best_label=Large Smoke Plume, confidence=0.874, threshold=0.34",No,No
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Smoke Detection,Smoke,1.0,opencv_smoke,Smoke Color Detected,1.0,"2 region(s), image_percent=0.1156, threshold=0.015, min_area=519.2",Yes,Yes
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Smoke Detection,Smoke,1.0,opencv_dark_smoke,Dark Smoke Detected,1.0,"12 region(s), image_percent=0.1168, threshold=0.01, min_area=346.1",Yes,Yes
1_24_jpg.rf.64a74d96fba64ad869b830e2816c1f91.jpg,Smoke Detection,Smoke,1.0,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"5 region(s), image_percent=0.3346, threshold=0.02, texture_score=9.36, min_area=692.2",Yes,Yes
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Smoke Detection,Smoke,1.0,clip_smoke,Smoke,0.522,"best_label=Smoke, confidence=0.522, threshold=0.42",No,No
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Smoke Detection,Smoke,1.0,clip_smoke_plume,Smoke,0.863,"best_label=Thin Smoke Or Haze, confidence=0.863, threshold=0.34",No,No
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Smoke Detection,Smoke,1.0,opencv_smoke,Smoke Color Detected,1.0,"1 region(s), image_percent=0.9537, threshold=0.015, min_area=519.2",Yes,Yes
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Smoke Detection,Smoke,1.0,opencv_dark_smoke,Dark Smoke Detected,1.0,"1 region(s), image_percent=0.6653, threshold=0.01, min_area=346.1",Yes,Yes
1_50_jpg.rf.8bc2d199da84a18a9d03bfee30aaa275.jpg,Smoke Detection,Smoke,1.0,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"1 region(s), image_percent=0.3975, threshold=0.02, texture_score=5.09, min_area=692.2",Yes,Yes
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Smoke Detection,Uncertain Smoke,0.681,clip_smoke,No Smoke,0.728,"best_label=No Smoke, confidence=0.728, threshold=0.42",No,No
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Smoke Detection,Uncertain Smoke,0.681,clip_smoke_plume,Smoke,0.681,"best_label=Large Smoke Plume, confidence=0.681, threshold=0.34",No,No
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Smoke Detection,Uncertain Smoke,0.681,opencv_smoke,No Smoke Color,0.0,"0 region(s), image_percent=0.0000, threshold=0.015, min_area=519.2",No,No
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Smoke Detection,Uncertain Smoke,0.681,opencv_dark_smoke,No Dark Smoke,0.0,"0 region(s), image_percent=0.0000, threshold=0.01, min_area=346.1",No,No
1_57_jpg.rf.ad1f03db8d726a3efac9323a44f0db64.jpg,Smoke Detection,Uncertain Smoke,0.681,opencv_bright_plume,No Bright Smoke Plume,0.0,"0 region(s), image_percent=0.0000, threshold=0.02, texture_score=0.00, min_area=692.2",No,No
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Smoke Detection,No Smoke,0.878,clip_smoke,No Smoke,0.878,"best_label=No Smoke, confidence=0.878, threshold=0.42",No,No
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Smoke Detection,No Smoke,0.878,clip_smoke_plume,No Smoke,0.669,"best_label=Clear No Smoke, confidence=0.669, threshold=0.34",No,No
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Smoke Detection,No Smoke,0.878,opencv_smoke,Smoke Color Detected,1.0,"2 region(s), image_percent=0.5054, threshold=0.015, min_area=519.2",Yes,Yes
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Smoke Detection,No Smoke,0.878,opencv_dark_smoke,Dark Smoke Detected,1.0,"5 region(s), image_percent=0.5900, threshold=0.01, min_area=346.1",Yes,Yes
1_62_jpg.rf.c26b8e1b094d2e58553097c2301f861c.jpg,Smoke Detection,No Smoke,0.878,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"2 region(s), image_percent=0.5477, threshold=0.02, texture_score=14.28, min_area=692.2",Yes,Yes
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Smoke Detection,No Smoke,0.853,clip_smoke,No Smoke,0.853,"best_label=No Smoke, confidence=0.853, threshold=0.42",No,No
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Smoke Detection,No Smoke,0.853,clip_smoke_plume,Smoke,0.453,"best_label=Thin Smoke Or Haze, confidence=0.453, threshold=0.34",No,No
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Smoke Detection,No Smoke,0.853,opencv_smoke,Smoke Color Detected,1.0,"3 region(s), image_percent=0.6006, threshold=0.015, min_area=519.2",Yes,Yes
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Smoke Detection,No Smoke,0.853,opencv_dark_smoke,Dark Smoke Detected,1.0,"9 region(s), image_percent=0.5431, threshold=0.01, min_area=346.1",Yes,Yes
1_65_jpg.rf.041876ccb927a9423fa5a1ba1ba634df.jpg,Smoke Detection,No Smoke,0.853,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"4 region(s), image_percent=0.5094, threshold=0.02, texture_score=11.53, min_area=692.2",Yes,Yes
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Smoke Detection,Smoke,1.0,clip_smoke,Smoke,0.779,"best_label=Smoke, confidence=0.779, threshold=0.42",No,No
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Smoke Detection,Smoke,1.0,clip_smoke_plume,Smoke,0.907,"best_label=Large Smoke Plume, confidence=0.907, threshold=0.34",No,No
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Smoke Detection,Smoke,1.0,opencv_smoke,Smoke Color Detected,1.0,"6 region(s), image_percent=0.6249, threshold=0.015, min_area=519.2",Yes,Yes
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Smoke Detection,Smoke,1.0,opencv_dark_smoke,Dark Smoke Detected,1.0,"1 region(s), image_percent=0.6967, threshold=0.01, min_area=346.1",Yes,Yes
1_68_jpg.rf.e041b3a8a2e7ee105f663ac4190c8341.jpg,Smoke Detection,Smoke,1.0,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"3 region(s), image_percent=0.2045, threshold=0.02, texture_score=9.42, min_area=692.2",Yes,Yes
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Smoke Detection,Smoke,1.0,clip_smoke,No Smoke,0.528,"best_label=No Smoke, confidence=0.528, threshold=0.42",No,No
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Smoke Detection,Smoke,1.0,clip_smoke_plume,Smoke,0.957,"best_label=Thin Smoke Or Haze, confidence=0.957, threshold=0.34",No,No
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Smoke Detection,Smoke,1.0,opencv_smoke,Smoke Color Detected,1.0,"6 region(s), image_percent=0.2082, threshold=0.015, min_area=519.2",Yes,Yes
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Smoke Detection,Smoke,1.0,opencv_dark_smoke,Dark Smoke Detected,1.0,"6 region(s), image_percent=0.5485, threshold=0.01, min_area=346.1",Yes,Yes
1_99_jpg.rf.0a3f046fc41c3daec7afbd59407d1a81.jpg,Smoke Detection,Smoke,1.0,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"4 region(s), image_percent=0.4176, threshold=0.02, texture_score=19.22, min_area=692.2",Yes,Yes
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Smoke Detection,Smoke,0.953,clip_smoke,Smoke,0.803,"best_label=Smoke, confidence=0.803, threshold=0.42",No,No
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Smoke Detection,Smoke,0.953,clip_smoke_plume,Smoke,0.681,"best_label=Large Smoke Plume, confidence=0.681, threshold=0.34",No,No
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Smoke Detection,Smoke,0.953,opencv_smoke,Smoke Color Detected,1.0,"3 region(s), image_percent=0.1824, threshold=0.015, min_area=519.2",Yes,Yes
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Smoke Detection,Smoke,0.953,opencv_dark_smoke,Dark Smoke Detected,1.0,"2 region(s), image_percent=0.5839, threshold=0.01, min_area=346.1",Yes,Yes
1cc3da68-df9a-447b-b388-f082005a7f6f_jpg.rf.641a9b5dbfe2a1469e60f449fe0f137f.jpg,Smoke Detection,Smoke,0.953,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"5 region(s), image_percent=0.1718, threshold=0.02, texture_score=12.36, min_area=692.2",Yes,Yes
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Smoke Detection,No Smoke,0.904,clip_smoke,No Smoke,0.904,"best_label=No Smoke, confidence=0.904, threshold=0.42",No,No
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Smoke Detection,No Smoke,0.904,clip_smoke_plume,Smoke,0.631,"best_label=Thin Smoke Or Haze, confidence=0.631, threshold=0.34",No,No
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Smoke Detection,No Smoke,0.904,opencv_smoke,Smoke Color Detected,1.0,"8 region(s), image_percent=0.1837, threshold=0.015, min_area=519.2",Yes,Yes
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Smoke Detection,No Smoke,0.904,opencv_dark_smoke,Dark Smoke Detected,1.0,"6 region(s), image_percent=0.1774, threshold=0.01, min_area=346.1",Yes,Yes
1f456a16-7957-4ba4-bcb1-33f78c9c150a_jpg.rf.ec4026c9672f0d7f5453231639817a57.jpg,Smoke Detection,No Smoke,0.904,opencv_bright_plume,Bright Smoke Plume Detected,1.0,"4 region(s), image_percent=0.2201, threshold=0.02, texture_score=18.00, min_area=692.2",Yes,Yes
20200713170134_jpg.rf.812ead8643f689962790e5f1bd1e502a.jpg,Smoke Detection,No Smoke,0.888,clip_smoke,No Smoke,0.888,"best_label=No Smoke, confidence=0.888, threshold=0.42",No,No
20200713170134_jpg.rf.812ead8643f689962790e5f1bd1e502a.jpg,Smoke Detection,No Smoke,0.888,clip_smoke_plume,Smoke,0.427,"best_label=Large Smoke Plume, confidence=0.427, threshold=0.34",No,No
